Start-Time: 28/09/2016 21:46:14

Date, Tithi, Nakshatra, Skipped Tithi, Skipped Nakshatra, 
15/12/2017, Thirayodasi upto  18:50, Visakam upto  14:00,  ,  , 
16/12/2017, Sathuradasi upto  20:32, Anusham upto  16:06,  ,  , 
17/12/2017, Amavasai upto  22:31, Kettai upto  18:30,  ,  , 
18/12/2017, Pirathamai upto  24:42+, Moolam upto  21:06,  ,  , 
19/12/2017, Thuthiyai upto  26:51+, Pooradam upto  23:42,  ,  , 
20/12/2017, Thiruthiyai upto  28:49+, Uthiradam upto  26:09+,  ,  , 
21/12/2017, Sathurthi upto  30:28+, Thiruvonam upto  28:18+,  ,  , 
22/12/2017, Panjami upto Full Night, Avittam upto  30:03+,  ,  , 
23/12/2017, Panjami upto  07:41, Sathayam upto  31:20+,  ,  , 
24/12/2017, Shasti upto  08:25, Poorattathi upto Full Night,  ,  , 
25/12/2017, Sapthami upto  08:38, Poorattathi upto  08:07,  ,  , 
26/12/2017, Astami upto  08:20, Uthirattathi upto  08:25, Navami upto  31:33+,  , 
27/12/2017, Thasami upto  30:20+, Revathi upto  08:14,  ,  , 
28/12/2017, Egadashi upto  28:45+, Aswini upto  07:39,  , Bharani upto  30:41+, 
29/12/2017, Duvadasi upto  26:52+, Karthigai upto  29:26+,  ,  , 
30/12/2017, Thirayodasi upto  24:45+, Rohini upto  27:58+,  ,  , 
31/12/2017, Sathuradasi upto  22:28, Mirugasirisham upto  26:22+,  ,  , 


End-Time: 02/10/2016 21:22:34
