Start-Time: 13/09/2017 09:28:14

Date, Tithi, Nakshatra, Skipped Tithi, Skipped Nakshatra, 
17/12/2018, Thasami upto  15:17, Revathi upto  12:34,  ,  , 
18/12/2018, Egadashi upto  15:27, Aswini upto  13:21,  ,  , 
19/12/2018, Duvadasi upto  15:07, Bharani upto  13:38,  ,  , 
20/12/2018, Thirayodasi upto  14:17, Karthigai upto  13:27,  ,  , 
21/12/2018, Sathuradasi upto  13:03, Rohini upto  12:51,  ,  , 
22/12/2018, Pournami upto  11:26, Mirugasirisham upto  11:54,  ,  , 
23/12/2018, Pirathamai upto  09:31, Thiruvathirai upto  10:39, Thuthiyai upto  31:23+,  , 
24/12/2018, Thiruthiyai upto  29:06+, Punarpoosam upto  09:11,  , Poosam upto  31:34+, 
25/12/2018, Sathurthi upto  26:44+, Ayilyam upto  29:54+,  ,  , 
26/12/2018, Panjami upto  24:24+, Magam upto  28:15+,  ,  , 
27/12/2018, Shasti upto  22:10, Pooram upto  26:43+,  ,  , 
28/12/2018, Sapthami upto  20:06, Uthiram upto  25:23+,  ,  , 
29/12/2018, Astami upto  18:17, Hastham upto  24:18+,  ,  , 
30/12/2018, Navami upto  16:48, Chithirai upto  23:33,  ,  , 
31/12/2018, Thasami upto  15:42, Swathi upto  23:13,  ,  , 


End-Time: 13/09/2017 13:00:28
