Start-Time: 05/09/2015 10:38:45

Date, Tithi, Nakshatra, Skipped Tithi, Skipped Nakshatra, 
12/12/2016, Sathuradasi upto  20:46, Karthigai upto  12:09,  ,  , 
13/12/2016, Pournami upto  17:05, Rohini upto  09:11,  , Mirugasirisham upto  30:22+, 
14/12/2016, Pirathamai upto  13:37, Thiruvathirai upto  27:53+,  ,  , 
15/12/2016, Thuthiyai upto  10:34, Punarpoosam upto  25:55+,  ,  , 
16/12/2016, Thiruthiyai upto  08:05, Poosam upto  24:39+, Sathurthi upto  30:21+,  , 
17/12/2016, Panjami upto  29:26+, Ayilyam upto  24:10+,  ,  , 
18/12/2016, Shasti upto  29:24+, Magam upto  24:33+,  ,  , 
19/12/2016, Sapthami upto  30:13+, Pooram upto  25:45+,  ,  , 
20/12/2016, Astami upto Full Night, Uthiram upto  27:42+,  ,  , 
21/12/2016, Astami upto  07:47, Hastham upto  30:12+,  ,  , 
22/12/2016, Navami upto  09:55, Chithirai upto Full Night,  ,  , 
23/12/2016, Thasami upto  12:24, Chithirai upto  09:05,  ,  , 
24/12/2016, Egadashi upto  15:02, Swathi upto  12:07,  ,  , 
25/12/2016, Duvadasi upto  17:36, Visakam upto  15:07,  ,  , 
26/12/2016, Thirayodasi upto  19:59, Anusham upto  17:57,  ,  , 
27/12/2016, Sathuradasi upto  22:06, Kettai upto  20:32,  ,  , 
28/12/2016, Amavasai upto  23:53, Moolam upto  22:47,  ,  , 
29/12/2016, Pirathamai upto  25:18+, Pooradam upto  24:43+,  ,  , 
30/12/2016, Thuthiyai upto  26:22+, Uthiradam upto  26:18+,  ,  , 
31/12/2016, Thiruthiyai upto  27:03+, Thiruvonam upto  27:31+,  ,  , 
